marker,t,x,y
11,1984-08-18T05:14:58Z,497611.070443658,6765204.27242558
11,1984-08-18T06:30:00Z,497610.985451458,6765203.76737942
11,1984-08-18T06:44:58Z,497610.968436023,6765203.6662692
11,1984-08-18T08:14:58Z,497610.866227665,6765203.05892008
11,1984-08-18T08:45:04Z,497610.832172553,6765202.85655559
11,1984-08-18T09:15:01Z,497610.798357996,6765202.65562054
11,1984-08-18T09:30:00Z,497610.781475675,6765202.55530131
11,1984-08-18T09:44:58Z,497610.764607818,6765202.45506804
11,1984-08-18T11:00:00Z,497610.680266839,6765201.95389162
11,1984-08-18T11:14:58Z,497610.663451625,6765201.85397116
11,1984-08-18T11:45:04Z,497610.629667087,6765201.65321449
11,1984-08-18T12:00:02Z,497610.612856135,6765201.55331937
11,1984-08-18T18:16:01Z,497610.185910516,6765199.01629545
11,1984-08-18T19:30:02Z,497610.099501801,6765198.502832
11,1984-08-18T19:45:01Z,497610.081873793,6765198.3980817
11,1984-08-18T20:00:00Z,497610.064194166,6765198.29302467
11,1984-08-18T20:14:58Z,497610.046465283,6765198.18767496
11,1984-08-18T21:00:02Z,497609.992842821,6765197.86903609
11,1984-08-18T21:15:01Z,497609.974948186,6765197.76270144
11,1984-08-18T21:30:00Z,497609.957020131,6765197.65616818
11,1984-08-18T21:59:57Z,497609.921076394,6765197.44258098
11,1984-08-18T23:29:57Z,497609.812597867,6765196.79797286
11,1984-08-19T00:00:02Z,497609.776248842,6765196.58197732
11,1984-08-19T00:15:01Z,497609.758161807,6765196.47449936
11,1984-08-19T00:30:00Z,497609.740079337,6765196.36704855
11,1984-08-19T00:44:58Z,497609.722003025,6765196.25963432
11,1984-08-19T02:29:57Z,497609.594982764,6765195.5048463
11,1984-08-19T02:45:04Z,497609.576566233,6765195.39541039
11,1984-08-19T03:30:00Z,497609.521523721,6765195.06833321
11,1984-08-19T03:44:58Z,497609.503049135,6765194.95855234
11,1984-08-19T03:59:57Z,497609.48450055,6765194.84833172
11,1984-08-19T04:15:04Z,497609.465692145,6765194.7365672
11,1984-08-19T04:45:01Z,497609.428166657,6765194.51358082
11,1984-08-19T05:01:00Z,497609.40798189,6765194.39363758
11,1984-08-19T05:29:57Z,497609.371118894,6765194.1745879
11,1984-08-19T05:45:04Z,497609.351690913,6765194.0591417
11,1984-08-19T06:15:01Z,497609.31285334,6765193.82835856
11,1984-08-19T06:30:00Z,497609.293261024,6765193.71193583
11,1984-08-19T17:14:58Z,497608.352374002,6765188.12093602
11,1984-08-19T17:29:57Z,497608.328560567,6765187.97943029
11,1984-08-19T17:45:04Z,497608.304440881,6765187.83610472
11,1984-08-19T18:00:02Z,497608.280475241,6765187.69369455
11,1984-08-19T23:45:04Z,497607.709505099,6765184.30083878
11,1984-08-20T00:59:57Z,497607.581410198,6765183.53966497
11,1984-08-20T01:30:02Z,497607.529567497,6765183.23160192
11,1984-08-20T01:45:01Z,497607.503697099,6765183.07787316
11,1984-08-20T02:00:00Z,497607.477780188,6765182.92386801
11,1984-08-20T02:14:58Z,497607.451822056,6765182.76961791
11,1984-08-20T02:29:57Z,497607.425828879,6765182.61515958
11,1984-08-20T02:45:04Z,497607.399556503,6765182.45904216
11,1984-08-20T03:00:02Z,497607.373511581,6765182.30427634
11,1984-08-20T03:15:01Z,497607.347450202,6765182.14941273
11,1984-08-20T03:30:00Z,497607.321378546,6765181.99448804
11,1984-08-20T03:44:58Z,497607.295302787,6765181.83953898
11,1984-08-20T03:59:57Z,497607.269229106,6765181.68460226
11,1984-08-20T04:30:02Z,497607.216862278,6765181.3734247
11,1984-08-20T04:45:01Z,497607.190831783,6765181.21874461
11,1984-08-20T05:00:00Z,497607.16482614,6765181.06421219
11,1984-08-20T05:14:58Z,497607.138849533,6765180.90985232
11,1984-08-20T05:29:57Z,497607.112906149,6765180.75568986
11,1984-08-20T05:45:04Z,497607.086751271,6765180.60027065
11,1984-08-20T06:00:02Z,497607.060887309,6765180.44658014
11,1984-08-20T06:15:01Z,497607.035069164,6765180.29316189
11,1984-08-20T12:00:02Z,497606.462620341,6765176.89151941
11,1984-08-20T12:30:00Z,497606.415857056,6765176.61363959
11,1984-08-20T12:44:58Z,497606.392705558,6765176.47606727
11,1984-08-20T14:45:04Z,497606.212253717,6765175.40377464
11,1984-08-20T15:44:58Z,497606.125058669,6765174.88563859
11,1984-08-20T16:45:01Z,497606.038995502,6765174.37422846
11,1984-08-20T17:00:00Z,497606.017693335,6765174.24764534
11,1984-08-20T17:14:58Z,497605.996443275,6765174.12137186
11,1984-08-20T17:29:57Z,497605.975239048,6765173.99537072
11,1984-08-20T17:45:04Z,497605.953871036,6765173.86839634
11,1984-08-20T18:00:02Z,497605.932739924,6765173.74282967
11,1984-08-20T18:15:01Z,497605.911635744,6765173.61742305
11,1984-08-20T18:30:00Z,497605.89055222,6765173.49213917
11,1984-08-20T18:44:58Z,497605.869484237,6765173.36694763
11,1984-08-20T18:59:57Z,497605.848431338,6765173.24184574
11,1984-08-20T19:15:04Z,497605.827192038,6765173.11563619
11,1984-08-20T19:30:02Z,497605.806171608,6765172.99072723
11,1984-08-20T19:45:01Z,497605.785168403,6765172.86592063
11,1984-08-20T20:00:00Z,497605.764183134,6765172.7412206
11,1984-08-20T20:14:58Z,497605.743216511,6765172.61663138
11,1984-08-20T20:29:57Z,497605.722269245,6765172.49215718
11,1984-08-20T20:45:04Z,497605.701140924,6765172.3666071
11,1984-08-20T21:00:02Z,497605.680234708,6765172.24237683
11,1984-08-20T21:15:01Z,497605.659349988,6765172.11827429
11,1984-08-20T21:30:00Z,497605.638488245,6765171.9943083
11,1984-08-20T21:44:58Z,497605.617654055,6765171.87050601
11,1984-08-20T22:15:04Z,497605.575890256,6765171.62233446
11,1984-08-20T22:30:02Z,497605.555171223,6765171.49921648
11,1984-08-20T22:45:01Z,497605.534501167,6765171.37638954
11,1984-08-20T23:00:00Z,497605.513885432,6765171.25388538
11,1984-08-20T23:14:58Z,497605.493329362,6765171.13173578
11,1984-08-20T23:29:57Z,497605.472838302,6765171.00997247
11,1984-08-20T23:45:04Z,497605.452221603,6765170.88746258
11,1984-08-21T00:00:02Z,497605.431877349,6765170.76657164
11,1984-08-21T00:15:01Z,497605.411702893,6765170.6461689
11,1984-08-21T00:30:00Z,497605.393172209,6765170.52647141
11,1984-08-21T00:44:58Z,497605.374712556,6765170.40723273
11,1984-08-21T00:59:57Z,497605.356322224,6765170.28844182
11,1984-08-21T01:15:04Z,497605.337823643,6765170.1689517
11,1984-08-21T01:30:02Z,497605.319567445,6765170.05102722
11,1984-08-21T02:00:00Z,497605.283245853,6765169.81641074
11,1984-08-21T02:14:58Z,497605.265177035,6765169.69969664
11,1984-08-21T02:29:57Z,497605.247167258,6765169.58336389
11,1984-08-21T02:45:04Z,497605.22904246,6765169.46628819
11,1984-08-21T03:00:02Z,497605.211146078,6765169.35068792
11,1984-08-21T03:15:01Z,497605.193303125,6765169.23543276
11,1984-08-21T03:30:00Z,497605.175511428,6765169.12050869
11,1984-08-21T03:44:58Z,497605.157768815,6765169.00590168
11,1984-08-21T03:59:57Z,497605.140073116,6765168.8915977
11,1984-08-21T04:15:04Z,497605.122252648,6765168.77648779
11,1984-08-21T04:30:02Z,497605.104644658,6765168.66275037
11,1984-08-21T04:45:01Z,497605.087077047,6765168.54927375
11,1984-08-21T05:00:00Z,497605.069547638,6765168.43604392
11,1984-08-21T05:14:58Z,497605.052054261,6765168.32304683
11,1984-08-21T05:29:57Z,497605.034594747,6765168.21026846
11,1984-08-21T05:45:04Z,497605.01699904,6765168.09661038
11,1984-08-21T06:00:02Z,497604.999597902,6765167.9842091
11,1984-08-21T06:15:01Z,497604.982218813,6765167.87195023
11,1984-08-21T06:30:00Z,497604.964856971,6765167.75980278
11,1984-08-21T06:44:58Z,497604.947507583,6765167.64773577
11,1984-08-21T06:59:57Z,497604.930165852,6765167.53571822
11,1984-08-21T07:15:04Z,497604.912660255,6765167.42264219
11,1984-08-21T07:30:02Z,497604.895319398,6765167.31063029
11,1984-08-21T07:45:01Z,497604.877971758,6765167.19857457
11,1984-08-21T08:00:00Z,497604.860612535,6765167.08644404
11,1984-08-21T08:14:58Z,497604.843239593,6765166.97422488
11,1984-08-21T08:29:57Z,497604.82586142,6765166.86197193
11,1984-08-21T08:45:04Z,497604.808322188,6765166.74867865
11,1984-08-21T09:00:02Z,497604.790967219,6765166.63657559
11,1984-08-21T09:15:01Z,497604.773640572,6765166.52465547
11,1984-08-21T09:30:00Z,497604.756353399,6765166.41299034
11,1984-08-21T09:44:58Z,497604.739116847,6765166.30165219
11,1984-08-21T09:59:57Z,497604.721942067,6765166.19071304
11,1984-08-21T10:15:04Z,497604.704676159,6765166.07918526
11,1984-08-21T10:30:02Z,497604.687659232,6765165.96926576
11,1984-08-21T10:45:01Z,497604.670735433,6765165.85994781
11,1984-08-21T11:14:58Z,497604.637165568,6765165.6431059
11,1984-08-21T11:29:57Z,497604.620515375,6765165.53555529
11,1984-08-21T12:00:02Z,497604.587316124,6765165.32110733
11,1984-08-21T16:15:04Z,497604.317765402,6765163.57996562
11,1984-08-21T16:30:02Z,497604.302466606,6765163.48114426
11,1984-08-21T16:45:01Z,497604.28721355,6765163.38261834
11,1984-08-21T17:00:00Z,497604.272004169,6765163.28437454
11,1984-08-21T17:14:58Z,497604.256836399,6765163.18639952
11,1984-08-21T17:29:57Z,497604.241708179,6765163.08867997
11,1984-08-21T17:45:04Z,497604.226471423,6765162.99025934
11,1984-08-21T18:00:02Z,497604.211408902,6765162.89296418
11,1984-08-21T18:15:01Z,497604.196366897,6765162.79580152
11,1984-08-21T18:30:00Z,497604.18133696,6765162.69871683
11,1984-08-21T18:44:58Z,497604.166310647,6765162.60165554
11,1984-08-21T18:59:57Z,497604.151279512,6765162.5045631
11,1984-08-21T19:15:04Z,497604.13609036,6765162.40644997
11,1984-08-21T19:30:02Z,497604.121023995,6765162.30912996
11,1984-08-21T19:45:01Z,497604.10592739,6765162.21161463
11,1984-08-21T20:00:00Z,497604.090792099,6765162.1138494
11,1984-08-21T20:14:58Z,497604.075609677,6765162.01577974
11,1984-08-21T20:29:57Z,497604.060374656,6765161.91737033
11,1984-08-21T20:45:04Z,497604.044946366,6765161.8177125
11,1984-08-21T21:00:02Z,497604.029628186,6765161.71876592
11,1984-08-21T21:15:01Z,497604.014282824,6765161.61964376
11,1984-08-21T21:44:58Z,497603.983548289,6765161.42111645
11,1984-08-21T21:59:57Z,497603.968177986,6765161.32183318
11,1984-08-21T22:15:04Z,497603.95267063,6765161.22166463
11,1984-08-21T22:30:02Z,497603.937331112,6765161.12258022
11,1984-08-21T22:45:01Z,497603.92202111,6765161.02368647
11,1984-08-21T23:00:00Z,497603.906750062,6765160.92504432
11,1984-08-21T23:14:58Z,497603.891526257,6765160.82670735
11,1984-08-21T23:29:57Z,497603.876353415,6765160.72869958
11,1984-08-21T23:45:04Z,497603.861089003,6765160.63010031
11,1984-08-22T00:00:02Z,497603.846026369,6765160.53280441
11,1984-08-22T00:15:01Z,497603.831022451,6765160.43588778
11,1984-08-22T00:30:00Z,497603.816079825,6765160.33936706
11,1984-08-22T00:44:58Z,497603.801201069,6765160.2432589
11,1984-08-22T00:59:57Z,497603.786388755,6765160.14757992
11,1984-08-22T01:15:04Z,497603.771504043,6765160.0514333
11,1984-08-22T01:30:02Z,497603.756833048,6765159.95666716
11,1984-08-22T01:45:01Z,497603.742235027,6765159.86237238
11,1984-08-22T02:00:00Z,497603.727706435,6765159.76852609
11,1984-08-22T02:14:58Z,497603.713242504,6765159.67509746
11,1984-08-22T02:29:57Z,497603.698838467,6765159.58205572
11,1984-08-22T02:45:04Z,497603.684351837,6765159.48848047
11,1984-08-22T03:00:02Z,497603.670053744,6765159.39612306
11,1984-08-22T03:15:01Z,497603.655801193,6765159.30405984
11,1984-08-22T03:44:58Z,497603.627413651,6765159.12069274
11,1984-08-22T03:59:57Z,497603.613269123,6765159.02932726
11,1984-08-22T04:15:04Z,497603.599015426,6765158.93725663
11,1984-08-22T04:30:02Z,497603.584919255,6765158.84620352
11,1984-08-22T04:45:01Z,497603.570840402,6765158.75526228
11,1984-08-22T05:00:00Z,497603.556776262,6765158.66441607
11,1984-08-22T05:14:58Z,497603.542724659,6765158.57365084
11,1984-08-22T05:29:57Z,497603.528683416,6765158.48295253
11,1984-08-22T05:45:04Z,497603.514515456,6765158.39143571
11,1984-08-22T06:00:02Z,497603.500488454,6765158.30082939
11,1984-08-22T06:15:01Z,497603.486465266,6765158.21024771
11,1984-08-22T06:30:00Z,497603.472443713,6765158.11967659
11,1984-08-22T06:44:58Z,497603.458421621,6765158.02910199
11,1984-08-22T06:59:57Z,497603.444396814,6765157.93850985
11,1984-08-22T07:15:04Z,497603.430232274,6765157.84701511
11,1984-08-22T07:30:02Z,497603.416196033,6765157.75634912
11,1984-08-22T07:45:01Z,497603.402151553,6765157.6656299
11,1984-08-22T08:00:00Z,497603.388097165,6765157.57484669
11,1984-08-22T08:14:58Z,497603.374031205,6765157.48398873
11,1984-08-22T08:29:57Z,497603.359952004,6765157.39304523
11,1984-08-22T08:45:04Z,497603.345722298,6765157.30112957
11,1984-08-22T09:00:02Z,497603.33161145,6765157.20998165
11,1984-08-22T09:15:01Z,497603.317482345,6765157.1187158
11,1984-08-22T09:30:00Z,497603.303333316,6765157.02732127
11,1984-08-22T09:44:58Z,497603.289163243,6765156.93579078
11,1984-08-22T09:59:57Z,497603.274973177,6765156.84413118
11,1984-08-22T10:15:04Z,497603.260628018,6765156.75146976
11,1984-08-22T10:30:02Z,497603.246402621,6765156.65958191
11,1984-08-22T10:45:01Z,497603.232162047,6765156.56759605
11,1984-08-22T11:00:00Z,497603.217907899,6765156.4755225
11,1984-08-22T11:14:58Z,497603.203641778,6765156.38337161
11,1984-08-22T11:29:57Z,497603.189365281,6765156.2911537
11,1984-08-22T11:45:04Z,497603.174942613,6765156.19799161
11,1984-08-22T12:00:02Z,497603.160650105,6765156.10567028
11,1984-08-22T12:15:01Z,497603.146353561,6765156.01332288
11,1984-08-22T12:30:00Z,497603.13206219,6765155.92100888
11,1984-08-22T12:44:58Z,497603.117786719,6765155.82879761
11,1984-08-22T12:59:57Z,497603.103537886,6765155.73675838
11,1984-08-22T13:15:04Z,497603.089189984,6765155.64407925
11,1984-08-22T13:30:02Z,497603.075027129,6765155.55259539
11,1984-08-22T13:45:01Z,497603.060923206,6765155.4614922
11,1984-08-22T14:00:00Z,497603.046888946,6765155.370839
11,1984-08-22T14:14:58Z,497603.032935081,6765155.28070511
11,1984-08-22T14:29:57Z,497603.019072345,6765155.19115986
11,1984-08-22T14:45:04Z,497603.005179682,6765155.1014213
11,1984-08-22T15:15:01Z,497602.977981676,6765154.92573791
11,1984-08-22T16:30:02Z,497602.911327414,6765154.49518994
11,1984-08-22T16:45:01Z,497602.898196817,6765154.41037389
11,1984-08-22T17:00:00Z,497602.885101877,6765154.32578815
11,1984-08-22T17:14:58Z,497602.872032975,6765154.2413706
11,1984-08-22T17:29:57Z,497602.858980491,6765154.15705911
11,1984-08-22T17:45:04Z,497602.845809369,6765154.07198128
11,1984-08-22T18:00:02Z,497602.832760792,6765153.98769502
11,1984-08-22T18:30:00Z,497602.806616425,6765153.81881753
11,1984-08-22T18:44:58Z,497602.793501397,6765153.73410204
11,1984-08-22T18:59:57Z,497602.780347189,6765153.64913346
11,1984-08-22T19:30:02Z,497602.753801777,6765153.47766547
11,1984-08-22T19:45:01Z,497602.740544878,6765153.39203357
11,1984-08-22T20:00:00Z,497602.727261125,6765153.30622821
11,1984-08-22T20:14:58Z,497602.713954145,6765153.22027281
11,1984-08-22T20:29:57Z,497602.700627561,6765153.13419079
11,1984-08-22T20:45:04Z,497602.68715664,6765153.04717644
11,1984-08-22T21:00:02Z,497602.673801626,6765152.96091077
11,1984-08-22T21:15:01Z,497602.66043792,6765152.87458897
11,1984-08-22T21:30:00Z,497602.647069146,6765152.78823443
11,1984-08-22T21:44:58Z,497602.633698139,6765152.70186545
11,1984-08-22T21:59:57Z,497602.620324555,6765152.61547984
11,1984-08-22T22:15:04Z,497602.606818611,6765152.52823925
11,1984-08-22T22:30:02Z,497602.593436419,6765152.44179803
11,1984-08-22T22:45:01Z,497602.580048233,6765152.3553181
11,1984-08-22T23:00:00Z,497602.566652921,6765152.26879214
11,1984-08-22T23:14:58Z,497602.553249347,6765152.1822128
11,1984-08-22T23:29:57Z,497602.539836377,6765152.09557278
11,1984-08-22T23:45:04Z,497602.526283747,6765152.00803064
11,1984-08-23T00:00:02Z,497602.512848461,6765151.92124645
11,1984-08-23T00:15:01Z,497602.499400362,6765151.83437951
11,1984-08-23T00:30:00Z,497602.485938622,6765151.74742447
11,1984-08-23T00:59:57Z,497602.458976162,6765151.57326256
11,1984-08-23T01:15:04Z,497602.445347014,6765151.48522616
11,1984-08-23T01:45:01Z,497602.418315685,6765151.31061941
11,1984-08-23T02:00:00Z,497602.404785187,6765151.22322022
11,1984-08-23T02:14:58Z,497602.391245753,6765151.13576332
11,1984-08-23T03:00:02Z,497602.350450565,6765150.87224999
11,1984-08-23T03:15:01Z,497602.336882487,6765150.78460807
11,1984-08-23T03:44:58Z,497602.309730994,6765150.60922513
11,1984-08-23T17:45:04Z,497601.562810497,6765145.78455087
11,1984-08-23T20:00:00Z,497601.449345402,6765145.05163199
11,1984-08-23T20:14:58Z,497601.436740014,6765144.97020849
11,1984-08-23T20:29:57Z,497601.424110005,6765144.88862594
11,1984-08-23T20:45:04Z,497601.411327391,6765144.80605763
11,1984-08-23T21:00:02Z,497601.398629519,6765144.72403674
11,1984-08-23T21:15:01Z,497601.385888735,6765144.64173865
11,1984-08-23T21:30:00Z,497601.373098961,6765144.5591241
11,1984-08-23T21:44:58Z,497601.360254116,6765144.47615384
11,1984-08-23T21:59:57Z,497601.347348125,6765144.3927886
11,1984-08-23T22:15:04Z,497601.33424982,6765144.30818113
11,1984-08-23T22:30:02Z,497601.321204712,6765144.22391728
11,1984-08-23T22:45:01Z,497601.308093026,6765144.13922338
11,1984-08-23T23:00:00Z,497601.29492155,6765144.05414326
11,1984-08-23T23:29:57Z,497601.268426363,6765143.88299968
11,1984-08-23T23:45:04Z,497601.25498807,6765143.79619608
11,1984-08-24T00:00:02Z,497601.241644997,6765143.71000755
11,1984-08-24T00:15:01Z,497601.228276122,6765143.62365235
11,1984-08-24T00:30:00Z,497601.214888232,6765143.53717432
11,1984-08-24T00:44:58Z,497601.201488109,6765143.45061729
11,1984-08-24T00:59:57Z,497601.188082543,6765143.36402509
11,1984-08-24T01:15:04Z,497601.174549458,6765143.27660919
11,1984-08-24T01:30:02Z,497601.161153719,6765143.19008046
11,1984-08-24T01:45:01Z,497601.147774459,6765143.10365819
11,1984-08-24T02:00:00Z,497601.134419973,6765143.01739592
11,1984-08-24T02:14:58Z,497601.121098546,6765142.93134721
11,1984-08-24T02:29:57Z,497601.107818471,6765142.84556561
11,1984-08-24T02:45:04Z,497601.09446109,6765142.75928466
11,1984-08-24T03:00:02Z,497601.081289186,6765142.67420179
11,1984-08-24T03:15:01Z,497601.068183586,6765142.5895472
11,1984-08-24T03:30:00Z,497601.05515258,6765142.50537443
11,1984-08-24T03:44:58Z,497601.042204458,6765142.42173705
11,1984-08-24T03:59:57Z,497601.029344679,6765142.33867033
11,1984-08-24T04:15:04Z,497601.016444897,6765142.2553452
11,1984-08-24T04:45:01Z,497600.991104237,6765142.09165919
11,1984-08-24T05:00:00Z,497600.978522736,6765142.01038998
11,1984-08-24T05:14:58Z,497600.965988865,6765141.92942842
11,1984-08-24T05:29:57Z,497600.953493931,6765141.84871838
11,1984-08-24T05:45:04Z,497600.940909507,6765141.76743027
11,1984-08-24T06:00:02Z,497600.928466533,6765141.68705587
11,1984-08-24T06:15:01Z,497600.916036334,6765141.60676398
11,1984-08-24T06:30:00Z,497600.903610219,6765141.52649846
11,1984-08-24T06:44:58Z,497600.891180428,6765141.4462092
11,1984-08-24T06:59:57Z,497600.878742947,6765141.36587028
11,1984-08-24T07:30:02Z,497600.853712698,6765141.20418933
11,1984-08-24T07:45:01Z,497600.841233495,6765141.12358091
11,1984-08-24T08:00:00Z,497600.828734258,6765141.04284307
11,1984-08-24T08:14:58Z,497600.816211904,6765140.96195591
11,1984-08-24T08:29:57Z,497600.803663359,6765140.88089956
11,1984-08-24T08:45:04Z,497600.790964445,6765140.79887193
11,1984-08-24T09:00:02Z,497600.778353945,6765140.7174154
11,1984-08-24T09:15:01Z,497600.765707985,6765140.63572981
11,1984-08-24T09:30:00Z,497600.753022851,6765140.55379119
11,1984-08-24T09:44:58Z,497600.740292311,6765140.47155927
11,1984-08-24T09:59:57Z,497600.727509501,6765140.3889897
11,1984-08-24T10:15:04Z,497600.71454376,6765140.30523852
11,1984-08-24T10:30:02Z,497600.701635138,6765140.22185629
11,1984-08-24T10:45:01Z,497600.68865358,6765140.13800294
11,1984-08-24T11:00:00Z,497600.67559222,6765140.05363411
11,1984-08-24T11:14:58Z,497600.662444193,6765139.96870546
11,1984-08-24T11:29:57Z,497600.649202632,6765139.88317264
11,1984-08-24T11:45:04Z,497600.635731873,6765139.79615933
11,1984-08-24T12:00:02Z,497600.62228158,6765139.70927823
11,1984-08-24T12:15:01Z,497600.608721813,6765139.62168997
11,1984-08-24T12:30:00Z,497600.595069315,6765139.53350273
11,1984-08-24T12:44:58Z,497600.581345552,6765139.44485516
11,1984-08-24T12:59:57Z,497600.567571994,6765139.35588595
11,1984-08-24T13:15:04Z,497600.553637331,6765139.26587608
11,1984-08-24T13:30:02Z,497600.539828623,6765139.17667983
11,1984-08-24T13:45:01Z,497600.526034735,6765139.08757928
11,1984-08-24T14:00:00Z,497600.512277127,6765138.99871309
11,1984-08-24T14:14:58Z,497600.498577273,6765138.91021996
11,1984-08-24T14:29:57Z,497600.484956641,6765138.82223856
11,1984-08-24T14:45:04Z,497600.471300907,6765138.73403042
11,1984-08-24T15:00:02Z,497600.457860661,6765138.64721421
11,1984-08-24T15:15:01Z,497600.444489828,6765138.56084636
11,1984-08-24T15:30:00Z,497600.431172838,6765138.47482631
11,1984-08-24T15:44:58Z,497600.417894127,6765138.38905352
11,1984-08-24T15:59:57Z,497600.404638129,6765138.30342745
11,1984-08-24T16:15:04Z,497600.391261871,6765138.21702456
11,1984-08-24T16:30:02Z,497600.378004445,6765138.13138926
11,1984-08-24T16:45:01Z,497600.364722883,6765138.04559805
11,1984-08-24T17:14:58Z,497600.338025089,6765137.87314575
11,1984-08-24T17:45:04Z,497600.310935514,6765137.69816277
11,1984-08-24T18:15:01Z,497600.283698103,6765137.52222485
11,1984-08-24T18:30:00Z,497600.269977649,6765137.43359865
11,1984-08-25T19:45:01Z,497598.678010073,6765127.15040917
11,1984-08-25T20:00:00Z,497598.661692679,6765127.04500825
11,1984-08-25T20:14:58Z,497598.645392022,6765126.93971543
11,1984-08-25T21:00:02Z,497598.596442532,6765126.62353005
11,1984-08-25T21:30:00Z,497598.564012684,6765126.41405199
11,1984-08-25T21:59:57Z,497598.531669434,6765126.20513331
11,1984-08-25T22:30:02Z,497598.49926451,6765125.99581625
11,1984-08-25T23:00:00Z,497598.467114575,6765125.78814627
11,1984-08-26T02:45:04Z,497598.229170576,6765124.25116571
11,1984-08-26T03:00:02Z,497598.213588132,6765124.15051213
11,1984-08-26T03:15:01Z,497598.198039426,6765124.05007649
11,1984-08-26T03:30:00Z,497598.182524909,6765123.94986169
11,1984-08-26T03:44:58Z,497598.167045028,6765123.84987061
11,1984-08-26T03:59:57Z,497598.151600232,6765123.75010616
11,1984-08-26T04:15:04Z,497598.136042975,6765123.64961529
11,1984-08-26T04:30:02Z,497598.120670039,6765123.55031501
11,1984-08-26T04:45:01Z,497598.105333532,6765123.45125005
11,1984-08-26T05:00:00Z,497598.090033908,6765123.35242333
11,1984-08-26T05:29:57Z,497598.059563606,6765123.15560281
11,1984-08-26T05:45:04Z,497598.044271245,6765123.056823
